nome,points,ranking,details,kimono,category,belt,division,gender
Claudivania Bezerra da Silva,36,7,https://ibjjf.com/athletes/claudivania-silva,ranking-geral-no-gi,master,blue,heavy,female
Jyssica Lian Lixin,36,7,https://ibjjf.com/athletes/jyssica,ranking-geral-no-gi,master,blue,heavy,female
Monaliza Alan Dias,27,10,https://ibjjf.com/athletes/monaliza-dias,ranking-geral-no-gi,master,blue,heavy,female
Tamarah Kaaihue,216,1,https://ibjjf.com/athletes/tamarah-kaaihue,ranking-geral-no-gi,juvenile,blue,heavy,female
Suzan Quynh Pham,126,2,https://ibjjf.com/athletes/suzan-pham,ranking-geral-no-gi,juvenile,blue,heavy,female
Mariana Mello Vaz,72,3,https://ibjjf.com/athletes/mariana-vaz,ranking-geral-no-gi,juvenile,blue,heavy,female
Kandace Lee Landreneau,63,4,https://ibjjf.com/athletes/kandace-landreneau,ranking-geral-no-gi,juvenile,blue,heavy,female
Vanessa Pina,63,4,https://ibjjf.com/athletes/vanessa-pina,ranking-geral-no-gi,juvenile,blue,heavy,female
Nicole Taylor,60,6,https://ibjjf.com/athletes/nicole-taylor,ranking-geral-no-gi,juvenile,blue,heavy,female
Charmie Dawn Smith,36,7,https://ibjjf.com/athletes/charmie-smith,ranking-geral-no-gi,juvenile,blue,heavy,female
Claudivania Bezerra da Silva,36,7,https://ibjjf.com/athletes/claudivania-silva,ranking-geral-no-gi,juvenile,blue,heavy,female
Jyssica Lian Lixin,36,7,https://ibjjf.com/athletes/jyssica,ranking-geral-no-gi,juvenile,blue,heavy,female
Monaliza Alan Dias,27,10,https://ibjjf.com/athletes/monaliza-dias,ranking-geral-no-gi,juvenile,blue,heavy,female
Tamarah Kaaihue,216,1,https://ibjjf.com/athletes/tamarah-kaaihue,ranking-geral-no-gi,kids,blue,heavy,female
Suzan Quynh Pham,126,2,https://ibjjf.com/athletes/suzan-pham,ranking-geral-no-gi,kids,blue,heavy,female
Mariana Mello Vaz,72,3,https://ibjjf.com/athletes/mariana-vaz,ranking-geral-no-gi,kids,blue,heavy,female
Kandace Lee Landreneau,63,4,https://ibjjf.com/athletes/kandace-landreneau,ranking-geral-no-gi,kids,blue,heavy,female
Vanessa Pina,63,4,https://ibjjf.com/athletes/vanessa-pina,ranking-geral-no-gi,kids,blue,heavy,female
Nicole Taylor,60,6,https://ibjjf.com/athletes/nicole-taylor,ranking-geral-no-gi,kids,blue,heavy,female
Charmie Dawn Smith,36,7,https://ibjjf.com/athletes/charmie-smith,ranking-geral-no-gi,kids,blue,heavy,female
Claudivania Bezerra da Silva,36,7,https://ibjjf.com/athletes/claudivania-silva,ranking-geral-no-gi,kids,blue,heavy,female
Jyssica Lian Lixin,36,7,https://ibjjf.com/athletes/jyssica,ranking-geral-no-gi,kids,blue,heavy,female
Monaliza Alan Dias,27,10,https://ibjjf.com/athletes/monaliza-dias,ranking-geral-no-gi,kids,blue,heavy,female
Javier Zaruski Saul,189,1,https://ibjjf.com/athletes/javier-saul,ranking-geral-no-gi,adult,black,superheavy,male
Diego Dias Ramalho,174,2,https://ibjjf.com/athletes/diego-ramalho,ranking-geral-no-gi,adult,black,superheavy,male
Fellipe Ubaiz Trovo,162,3,https://ibjjf.com/athletes/fellipe-trovo,ranking-geral-no-gi,adult,black,superheavy,male
Elioenai Julio de S. Braz,159,4,https://ibjjf.com/athletes/elioenai-braz,ranking-geral-no-gi,adult,black,superheavy,male
Eliot Andrew Kelly,128,5,https://ibjjf.com/athletes/eliot-kelly,ranking-geral-no-gi,adult,black,superheavy,male
Devhonte M. Johnson,90,6,https://ibjjf.com/athletes/devhonte-johnson,ranking-geral-no-gi,adult,black,superheavy,male
Vinicius Ferreira Gazola,88,7,https://ibjjf.com/athletes/vinicius-gazola,ranking-geral-no-gi,adult,black,superheavy,male
Leonardo de Oliveira Gonçalves,82,8,https://ibjjf.com/athletes/leonardo-goncalves,ranking-geral-no-gi,adult,black,superheavy,male
Kasper Rohde Larsen,78,9,https://ibjjf.com/athletes/kasper-larsen,ranking-geral-no-gi,adult,black,superheavy,male
Davi Silva Souza,76,10,https://ibjjf.com/athletes/davi-souza,ranking-geral-no-gi,adult,black,superheavy,male
Arnaldo Maidana de Oliveira,189,1,https://ibjjf.com/athletes/arnaldo-oliveira,ranking-geral-no-gi,master,black,superheavy,male
Alessandro Oliveira Soares Júnior,186,2,https://ibjjf.com/athletes/alessandro-junior,ranking-geral-no-gi,master,black,superheavy,male
Gilvan Gomes da Costa,156,3,https://ibjjf.com/athletes/gilvan-costa,ranking-geral-no-gi,master,black,superheavy,male
Marcos Aurélio Goulart Alves Junior,136,4,https://ibjjf.com/athletes/marcos-junior,ranking-geral-no-gi,master,black,superheavy,male
Omar Dif Kasdi,126,5,https://ibjjf.com/athletes/omar-kasdi,ranking-geral-no-gi,master,black,superheavy,male
Eldar Rafigaev,126,5,https://ibjjf.com/athletes/eldar-rafigaev,ranking-geral-no-gi,master,black,superheavy,male
Nader Riad Tannir,117,7,https://ibjjf.com/athletes/nader-tannir,ranking-geral-no-gi,master,black,superheavy,male
André Muniz de Aguiar,93,8,https://ibjjf.com/athletes/andre-aguiar,ranking-geral-no-gi,master,black,superheavy,male
Inacio Ferreira Gomes Neto,72,9,https://ibjjf.com/athletes/inacio-neto,ranking-geral-no-gi,master,black,superheavy,male
John B Gutta,66,10,https://ibjjf.com/athletes/john-gutta-7a4a1a9b75b5,ranking-geral-no-gi,master,black,superheavy,male
Arnaldo Maidana de Oliveira,189,1,https://ibjjf.com/athletes/arnaldo-oliveira,ranking-geral-no-gi,juvenile,black,superheavy,male
Alessandro Oliveira Soares Júnior,186,2,https://ibjjf.com/athletes/alessandro-junior,ranking-geral-no-gi,juvenile,black,superheavy,male
Gilvan Gomes da Costa,156,3,https://ibjjf.com/athletes/gilvan-costa,ranking-geral-no-gi,juvenile,black,superheavy,male
Marcos Aurélio Goulart Alves Junior,136,4,https://ibjjf.com/athletes/marcos-junior,ranking-geral-no-gi,juvenile,black,superheavy,male
Omar Dif Kasdi,126,5,https://ibjjf.com/athletes/omar-kasdi,ranking-geral-no-gi,juvenile,black,superheavy,male
Eldar Rafigaev,126,5,https://ibjjf.com/athletes/eldar-rafigaev,ranking-geral-no-gi,juvenile,black,superheavy,male
Nader Riad Tannir,117,7,https://ibjjf.com/athletes/nader-tannir,ranking-geral-no-gi,juvenile,black,superheavy,male
André Muniz de Aguiar,93,8,https://ibjjf.com/athletes/andre-aguiar,ranking-geral-no-gi,juvenile,black,superheavy,male
Inacio Ferreira Gomes Neto,72,9,https://ibjjf.com/athletes/inacio-neto,ranking-geral-no-gi,juvenile,black,superheavy,male
John B Gutta,66,10,https://ibjjf.com/athletes/john-gutta-7a4a1a9b75b5,ranking-geral-no-gi,juvenile,black,superheavy,male
Arnaldo Maidana de Oliveira,189,1,https://ibjjf.com/athletes/arnaldo-oliveira,ranking-geral-no-gi,kids,black,superheavy,male
Alessandro Oliveira Soares Júnior,186,2,https://ibjjf.com/athletes/alessandro-junior,ranking-geral-no-gi,kids,black,superheavy,male
Gilvan Gomes da Costa,156,3,https://ibjjf.com/athletes/gilvan-costa,ranking-geral-no-gi,kids,black,superheavy,male
Marcos Aurélio Goulart Alves Junior,136,4,https://ibjjf.com/athletes/marcos-junior,ranking-geral-no-gi,kids,black,superheavy,male
Omar Dif Kasdi,126,5,https://ibjjf.com/athletes/omar-kasdi,ranking-geral-no-gi,kids,black,superheavy,male
Eldar Rafigaev,126,5,https://ibjjf.com/athletes/eldar-rafigaev,ranking-geral-no-gi,kids,black,superheavy,male
Nader Riad Tannir,117,7,https://ibjjf.com/athletes/nader-tannir,ranking-geral-no-gi,kids,black,superheavy,male
André Muniz de Aguiar,93,8,https://ibjjf.com/athletes/andre-aguiar,ranking-geral-no-gi,kids,black,superheavy,male
Inacio Ferreira Gomes Neto,72,9,https://ibjjf.com/athletes/inacio-neto,ranking-geral-no-gi,kids,black,superheavy,male
John B Gutta,66,10,https://ibjjf.com/athletes/john-gutta-7a4a1a9b75b5,ranking-geral-no-gi,kids,black,superheavy,male
Marcin Jan Maciulewicz,189,1,https://ibjjf.com/athletes/marcin-maciulewicz,ranking-geral-no-gi,adult,brown,superheavy,male
Kim Gabriel Lemes Ludgero,142,2,https://ibjjf.com/athletes/kim-ludgero,ranking-geral-no-gi,adult,brown,superheavy,male
Philippe Lucas Geyer,135,3,https://ibjjf.com/athletes/philippe-geyer,ranking-geral-no-gi,adult,brown,superheavy,male
William Matheus Padilha Maciel,60,4,https://ibjjf.com/athletes/william-maciel,ranking-geral-no-gi,adult,brown,superheavy,male
Troy Allen Mercer,54,5,https://ibjjf.com/athletes/troy-mercer,ranking-geral-no-gi,adult,brown,superheavy,male
Caio Vinicius Candido dos Santos,46,6,https://ibjjf.com/athletes/caio-santos-d24c7dbd4fd0,ranking-geral-no-gi,adult,brown,superheavy,male
London Horn,43,7,https://ibjjf.com/athletes/london-horn,ranking-geral-no-gi,adult,brown,superheavy,male
Jacob Howarth,36,8,https://ibjjf.com/athletes/jacob-howarth,ranking-geral-no-gi,adult,brown,superheavy,male
Jorge Gabriel Pereira da Silva,36,8,https://ibjjf.com/athletes/jorge-silva-17f4907c1fd1,ranking-geral-no-gi,adult,brown,superheavy,male
Rafael Alan Rodrigues,36,8,https://ibjjf.com/athletes/rafael-rodrigues-65f3b58502bb,ranking-geral-no-gi,adult,brown,superheavy,male
Cody Lee Porter,189,1,https://ibjjf.com/athletes/cody-porter,ranking-geral-no-gi,master,brown,superheavy,male
André Marcio Dias Cruz,139,2,https://ibjjf.com/athletes/andre-cruz-374aa184cf1a,ranking-geral-no-gi,master,brown,superheavy,male
Jerome M Newman,72,3,https://ibjjf.com/athletes/jerome-newman,ranking-geral-no-gi,master,brown,superheavy,male
William Luciano Rodrigues,72,3,https://ibjjf.com/athletes/william-rodrigues,ranking-geral-no-gi,master,brown,superheavy,male
Caio Henrique de Santana Cavalcanti,72,3,https://ibjjf.com/athletes/caio-cavalcanti,ranking-geral-no-gi,master,brown,superheavy,male
Michael James Ross,55,6,https://ibjjf.com/athletes/michael-ross-a9c00ee180e7,ranking-geral-no-gi,master,brown,superheavy,male
Ilia Dimitrov Peev,50,7,https://ibjjf.com/athletes/ilia-peev,ranking-geral-no-gi,master,brown,superheavy,male
Oscar Felix,49,8,https://ibjjf.com/athletes/oscar-felix,ranking-geral-no-gi,master,brown,superheavy,male
Konstantinos Vavouras,36,9,https://ibjjf.com/athletes/konstantinos-vavouras,ranking-geral-no-gi,master,brown,superheavy,male
Lucas Costa Ribeiro,36,9,https://ibjjf.com/athletes/lucas-ribeiro-688a1fc1bb88,ranking-geral-no-gi,master,brown,superheavy,male
Cody Lee Porter,189,1,https://ibjjf.com/athletes/cody-porter,ranking-geral-no-gi,juvenile,brown,superheavy,male
André Marcio Dias Cruz,139,2,https://ibjjf.com/athletes/andre-cruz-374aa184cf1a,ranking-geral-no-gi,juvenile,brown,superheavy,male
Jerome M Newman,72,3,https://ibjjf.com/athletes/jerome-newman,ranking-geral-no-gi,juvenile,brown,superheavy,male
William Luciano Rodrigues,72,3,https://ibjjf.com/athletes/william-rodrigues,ranking-geral-no-gi,juvenile,brown,superheavy,male
Caio Henrique de Santana Cavalcanti,72,3,https://ibjjf.com/athletes/caio-cavalcanti,ranking-geral-no-gi,juvenile,brown,superheavy,male
Michael James Ross,55,6,https://ibjjf.com/athletes/michael-ross-a9c00ee180e7,ranking-geral-no-gi,juvenile,brown,superheavy,male
Ilia Dimitrov Peev,50,7,https://ibjjf.com/athletes/ilia-peev,ranking-geral-no-gi,juvenile,brown,superheavy,male
Oscar Felix,49,8,https://ibjjf.com/athletes/oscar-felix,ranking-geral-no-gi,juvenile,brown,superheavy,male
Konstantinos Vavouras,36,9,https://ibjjf.com/athletes/konstantinos-vavouras,ranking-geral-no-gi,juvenile,brown,superheavy,male
Lucas Costa Ribeiro,36,9,https://ibjjf.com/athletes/lucas-ribeiro-688a1fc1bb88,ranking-geral-no-gi,juvenile,brown,superheavy,male
Cody Lee Porter,189,1,https://ibjjf.com/athletes/cody-porter,ranking-geral-no-gi,kids,brown,superheavy,male
André Marcio Dias Cruz,139,2,https://ibjjf.com/athletes/andre-cruz-374aa184cf1a,ranking-geral-no-gi,kids,brown,superheavy,male
Jerome M Newman,72,3,https://ibjjf.com/athletes/jerome-newman,ranking-geral-no-gi,kids,brown,superheavy,male
William Luciano Rodrigues,72,3,https://ibjjf.com/athletes/william-rodrigues,ranking-geral-no-gi,kids,brown,superheavy,male
Caio Henrique de Santana Cavalcanti,72,3,https://ibjjf.com/athletes/caio-cavalcanti,ranking-geral-no-gi,kids,brown,superheavy,male
Michael James Ross,55,6,https://ibjjf.com/athletes/michael-ross-a9c00ee180e7,ranking-geral-no-gi,kids,brown,superheavy,male
Ilia Dimitrov Peev,50,7,https://ibjjf.com/athletes/ilia-peev,ranking-geral-no-gi,kids,brown,superheavy,male
Oscar Felix,49,8,https://ibjjf.com/athletes/oscar-felix,ranking-geral-no-gi,kids,brown,superheavy,male
Konstantinos Vavouras,36,9,https://ibjjf.com/athletes/konstantinos-vavouras,ranking-geral-no-gi,kids,brown,superheavy,male
Lucas Costa Ribeiro,36,9,https://ibjjf.com/athletes/lucas-ribeiro-688a1fc1bb88,ranking-geral-no-gi,kids,brown,superheavy,male
Brian Edson Guevara,197,1,https://ibjjf.com/athletes/brian-guevara,ranking-geral-no-gi,adult,purple,superheavy,male
Natã Tenca Lima,138,2,https://ibjjf.com/athletes/nata-lima,ranking-geral-no-gi,adult,purple,superheavy,male
Luke Henry Ruffo,81,3,https://ibjjf.com/athletes/luke-ruffo,ranking-geral-no-gi,adult,purple,superheavy,male
William Fernandes Viana,62,4,https://ibjjf.com/athletes/william-viana,ranking-geral-no-gi,adult,purple,superheavy,male
Roman Alexander Mori,55,5,https://ibjjf.com/athletes/roman-mori,ranking-geral-no-gi,adult,purple,superheavy,male
Alexis Frias Salas,42,6,https://ibjjf.com/athletes/alex-frias,ranking-geral-no-gi,adult,purple,superheavy,male
Theodore Yang Haig,39,7,https://ibjjf.com/athletes/theodore-haig,ranking-geral-no-gi,adult,purple,superheavy,male
Edward Joseph Rousselle,36,8,https://ibjjf.com/athletes/edward-rousselle,ranking-geral-no-gi,adult,purple,superheavy,male
Michael Keith Pixley,36,8,https://ibjjf.com/athletes/michael-pixley,ranking-geral-no-gi,adult,purple,superheavy,male
Troy John Patrick Bourke,36,8,https://ibjjf.com/athletes/troy-bourke,ranking-geral-no-gi,adult,purple,superheavy,male
Silas Dubelaar,126,1,https://ibjjf.com/athletes/silas-dubelaar,ranking-geral-no-gi,master,purple,superheavy,male
Anoshirvan Parvazi,87,2,https://ibjjf.com/athletes/anoshirvan-parvazi,ranking-geral-no-gi,master,purple,superheavy,male
Paulo Henrique da Silva,72,3,https://ibjjf.com/athletes/paulo-silva-addc874aa471,ranking-geral-no-gi,master,purple,superheavy,male
Gabriel  Camarillo,42,4,https://ibjjf.com/athletes/gabriel-camarillo,ranking-geral-no-gi,master,purple,superheavy,male
Donald James Riehm,36,5,https://ibjjf.com/athletes/donald-riehm,ranking-geral-no-gi,master,purple,superheavy,male
Parker David Settecase,36,5,https://ibjjf.com/athletes/parker-settecase,ranking-geral-no-gi,master,purple,superheavy,male
Raphael Conde Sobral,36,5,https://ibjjf.com/athletes/raphael-sobral,ranking-geral-no-gi,master,purple,superheavy,male
Steven O Chavez,33,8,https://ibjjf.com/athletes/steven-chavez,ranking-geral-no-gi,master,purple,superheavy,male
Juan Hernán Lemun San Martín,27,9,https://ibjjf.com/athletes/juan-martin-82926829f2a2,ranking-geral-no-gi,master,purple,superheavy,male
Marc Robin Zindler,27,9,https://ibjjf.com/athletes/marc-zindler,ranking-geral-no-gi,master,purple,superheavy,male
Silas Dubelaar,126,1,https://ibjjf.com/athletes/silas-dubelaar,ranking-geral-no-gi,juvenile,purple,superheavy,male
Anoshirvan Parvazi,87,2,https://ibjjf.com/athletes/anoshirvan-parvazi,ranking-geral-no-gi,juvenile,purple,superheavy,male
Paulo Henrique da Silva,72,3,https://ibjjf.com/athletes/paulo-silva-addc874aa471,ranking-geral-no-gi,juvenile,purple,superheavy,male
Gabriel  Camarillo,42,4,https://ibjjf.com/athletes/gabriel-camarillo,ranking-geral-no-gi,juvenile,purple,superheavy,male
Donald James Riehm,36,5,https://ibjjf.com/athletes/donald-riehm,ranking-geral-no-gi,juvenile,purple,superheavy,male
Parker David Settecase,36,5,https://ibjjf.com/athletes/parker-settecase,ranking-geral-no-gi,juvenile,purple,superheavy,male
Raphael Conde Sobral,36,5,https://ibjjf.com/athletes/raphael-sobral,ranking-geral-no-gi,juvenile,purple,superheavy,male
Steven O Chavez,33,8,https://ibjjf.com/athletes/steven-chavez,ranking-geral-no-gi,juvenile,purple,superheavy,male
Juan Hernán Lemun San Martín,27,9,https://ibjjf.com/athletes/juan-martin-82926829f2a2,ranking-geral-no-gi,juvenile,purple,superheavy,male
Marc Robin Zindler,27,9,https://ibjjf.com/athletes/marc-zindler,ranking-geral-no-gi,juvenile,purple,superheavy,male
Silas Dubelaar,126,1,https://ibjjf.com/athletes/silas-dubelaar,ranking-geral-no-gi,kids,purple,superheavy,male
Anoshirvan Parvazi,87,2,https://ibjjf.com/athletes/anoshirvan-parvazi,ranking-geral-no-gi,kids,purple,superheavy,male
Paulo Henrique da Silva,72,3,https://ibjjf.com/athletes/paulo-silva-addc874aa471,ranking-geral-no-gi,kids,purple,superheavy,male
Gabriel  Camarillo,42,4,https://ibjjf.com/athletes/gabriel-camarillo,ranking-geral-no-gi,kids,purple,superheavy,male
Donald James Riehm,36,5,https://ibjjf.com/athletes/donald-riehm,ranking-geral-no-gi,kids,purple,superheavy,male
Parker David Settecase,36,5,https://ibjjf.com/athletes/parker-settecase,ranking-geral-no-gi,kids,purple,superheavy,male
Raphael Conde Sobral,36,5,https://ibjjf.com/athletes/raphael-sobral,ranking-geral-no-gi,kids,purple,superheavy,male
Steven O Chavez,33,8,https://ibjjf.com/athletes/steven-chavez,ranking-geral-no-gi,kids,purple,superheavy,male
Juan Hernán Lemun San Martín,27,9,https://ibjjf.com/athletes/juan-martin-82926829f2a2,ranking-geral-no-gi,kids,purple,superheavy,male
Marc Robin Zindler,27,9,https://ibjjf.com/athletes/marc-zindler,ranking-geral-no-gi,kids,purple,superheavy,male
Pedro Henrique Pereira Rodrigues,108,1,https://ibjjf.com/athletes/pedro-rodrigues-8e4a3a26c096,ranking-geral-no-gi,adult,blue,superheavy,male
Jonathon A Inman,72,2,https://ibjjf.com/athletes/jonathon-inman,ranking-geral-no-gi,adult,blue,superheavy,male
Blake Wayne Andrews,63,3,https://ibjjf.com/athletes/blake-andrews,ranking-geral-no-gi,adult,blue,superheavy,male
David Lewis Wright,63,3,https://ibjjf.com/athletes/david-wright,ranking-geral-no-gi,adult,blue,superheavy,male
Alberto Binda,51,5,https://ibjjf.com/athletes/alberto-binda,ranking-geral-no-gi,adult,blue,superheavy,male
Syed Musab Raza,49,6,https://ibjjf.com/athletes/syed-raza,ranking-geral-no-gi,adult,blue,superheavy,male
Joshua Robert Higgs,44,7,https://ibjjf.com/athletes/joshua-higgs,ranking-geral-no-gi,adult,blue,superheavy,male
Dante Vincent DelBonis,36,8,https://ibjjf.com/athletes/dante-delbonis,ranking-geral-no-gi,adult,blue,superheavy,male
João Luiz Gonzaga Matos,36,8,https://ibjjf.com/athletes/joao-matos-b59327cae3ed,ranking-geral-no-gi,adult,blue,superheavy,male
Lucas Ramos da Silva,36,8,https://ibjjf.com/athletes/lucas-silva-2dbfecb7b829,ranking-geral-no-gi,adult,blue,superheavy,male
Brandon Myles Johnson,189,1,https://ibjjf.com/athletes/brandon-johnson-08ed6529c7fd,ranking-geral-no-gi,master,blue,superheavy,male
Adam Daniel Cogar,162,2,https://ibjjf.com/athletes/adam-cogar,ranking-geral-no-gi,master,blue,superheavy,male
Matias Nicolas González Ojeda,72,3,https://ibjjf.com/athletes/matias-ojeda,ranking-geral-no-gi,master,blue,superheavy,male
Tommaso Cavandoli,72,3,https://ibjjf.com/athletes/tommaso-cavandoli,ranking-geral-no-gi,master,blue,superheavy,male
Kevin Patrick Malloy,63,5,https://ibjjf.com/athletes/kevin-malloy,ranking-geral-no-gi,master,blue,superheavy,male
Jacopo Scotti Ferro,60,6,https://ibjjf.com/athletes/jacopo-ferro,ranking-geral-no-gi,master,blue,superheavy,male
Giovanni Melchiorre,60,6,https://ibjjf.com/athletes/giovanni-melchiorre,ranking-geral-no-gi,master,blue,superheavy,male
Matthew Charles Martinez,54,8,https://ibjjf.com/athletes/matthew-martinez-1d5ea0450257,ranking-geral-no-gi,master,blue,superheavy,male
Rui Cesar Teles Eloi,51,9,https://ibjjf.com/athletes/rui-eloi,ranking-geral-no-gi,master,blue,superheavy,male
Kendall Howard Ervin,45,10,https://ibjjf.com/athletes/kendall-ervin,ranking-geral-no-gi,master,blue,superheavy,male
Brandon Myles Johnson,189,1,https://ibjjf.com/athletes/brandon-johnson-08ed6529c7fd,ranking-geral-no-gi,juvenile,blue,superheavy,male
Adam Daniel Cogar,162,2,https://ibjjf.com/athletes/adam-cogar,ranking-geral-no-gi,juvenile,blue,superheavy,male
Matias Nicolas González Ojeda,72,3,https://ibjjf.com/athletes/matias-ojeda,ranking-geral-no-gi,juvenile,blue,superheavy,male
Tommaso Cavandoli,72,3,https://ibjjf.com/athletes/tommaso-cavandoli,ranking-geral-no-gi,juvenile,blue,superheavy,male
Kevin Patrick Malloy,63,5,https://ibjjf.com/athletes/kevin-malloy,ranking-geral-no-gi,juvenile,blue,superheavy,male
Jacopo Scotti Ferro,60,6,https://ibjjf.com/athletes/jacopo-ferro,ranking-geral-no-gi,juvenile,blue,superheavy,male
Giovanni Melchiorre,60,6,https://ibjjf.com/athletes/giovanni-melchiorre,ranking-geral-no-gi,juvenile,blue,superheavy,male
Matthew Charles Martinez,54,8,https://ibjjf.com/athletes/matthew-martinez-1d5ea0450257,ranking-geral-no-gi,juvenile,blue,superheavy,male
Rui Cesar Teles Eloi,51,9,https://ibjjf.com/athletes/rui-eloi,ranking-geral-no-gi,juvenile,blue,superheavy,male
Kendall Howard Ervin,45,10,https://ibjjf.com/athletes/kendall-ervin,ranking-geral-no-gi,juvenile,blue,superheavy,male
Brandon Myles Johnson,189,1,https://ibjjf.com/athletes/brandon-johnson-08ed6529c7fd,ranking-geral-no-gi,kids,blue,superheavy,male
Adam Daniel Cogar,162,2,https://ibjjf.com/athletes/adam-cogar,ranking-geral-no-gi,kids,blue,superheavy,male
Matias Nicolas González Ojeda,72,3,https://ibjjf.com/athletes/matias-ojeda,ranking-geral-no-gi,kids,blue,superheavy,male
Tommaso Cavandoli,72,3,https://ibjjf.com/athletes/tommaso-cavandoli,ranking-geral-no-gi,kids,blue,superheavy,male
Kevin Patrick Malloy,63,5,https://ibjjf.com/athletes/kevin-malloy,ranking-geral-no-gi,kids,blue,superheavy,male
Jacopo Scotti Ferro,60,6,https://ibjjf.com/athletes/jacopo-ferro,ranking-geral-no-gi,kids,blue,superheavy,male
Giovanni Melchiorre,60,6,https://ibjjf.com/athletes/giovanni-melchiorre,ranking-geral-no-gi,kids,blue,superheavy,male
Matthew Charles Martinez,54,8,https://ibjjf.com/athletes/matthew-martinez-1d5ea0450257,ranking-geral-no-gi,kids,blue,superheavy,male
Rui Cesar Teles Eloi,51,9,https://ibjjf.com/athletes/rui-eloi,ranking-geral-no-gi,kids,blue,superheavy,male
Kendall Howard Ervin,45,10,https://ibjjf.com/athletes/kendall-ervin,ranking-geral-no-gi,kids,blue,superheavy,male
Roberta Pessoa Vieira Ribeiro,312,1,https://ibjjf.com/athletes/roberta-ribeiro-e7d5c22fef87,ranking-geral-no-gi,adult,black,superheavy,female
Kendall Marie Reusing,189,2,https://ibjjf.com/athletes/kendall-reusing,ranking-geral-no-gi,adult,black,superheavy,female
Mikaela Barros de Lima,180,3,https://ibjjf.com/athletes/mikaela-lima,ranking-geral-no-gi,adult,black,superheavy,female
Mayara Monteiro Custódio,180,3,https://ibjjf.com/athletes/mayara-custodio,ranking-geral-no-gi,adult,black,superheavy,female
Letícia Cardozo de Carvalho,156,5,https://ibjjf.com/athletes/leticia-carvalho-10e5b469732d,ranking-geral-no-gi,adult,black,superheavy,female
Fernanda Mazzelli Almeida Maio,111,6,https://ibjjf.com/athletes/fernanda-maio,ranking-geral-no-gi,adult,black,superheavy,female
Eliza Régia de Souza Vasconcelos,84,7,https://ibjjf.com/athletes/eliza-vasconcelos,ranking-geral-no-gi,adult,black,superheavy,female
Luciana Mota Castelo Branco,42,8,https://ibjjf.com/athletes/luciana-branco,ranking-geral-no-gi,adult,black,superheavy,female
Talita Andrea Nogueira Rezende,42,8,https://ibjjf.com/athletes/talita-nogueira,ranking-geral-no-gi,adult,black,superheavy,female
Danielle R Walker,39,10,https://ibjjf.com/athletes/danielle-walker,ranking-geral-no-gi,adult,black,superheavy,female
Alison Victoria Tremblay,315,1,https://ibjjf.com/athletes/alison-tremblay,ranking-geral-no-gi,master,black,superheavy,female
Janice Francisca Miranda Urrejola,72,2,https://ibjjf.com/athletes/janice-urrejola,ranking-geral-no-gi,master,black,superheavy,female
Danielle R Walker,72,2,https://ibjjf.com/athletes/danielle-walker,ranking-geral-no-gi,master,black,superheavy,female
Silvia Scomparin,72,2,https://ibjjf.com/athletes/silvia-scomparin,ranking-geral-no-gi,master,black,superheavy,female
Jessica Lauren Ochab,63,5,https://ibjjf.com/athletes/jessica-ochab,ranking-geral-no-gi,master,black,superheavy,female
Karla Hipolito de Albuquerque,63,5,https://ibjjf.com/athletes/karla-albuquerque,ranking-geral-no-gi,master,black,superheavy,female
Nivia de Souza Moura,42,7,https://ibjjf.com/athletes/nivia-moura,ranking-geral-no-gi,master,black,superheavy,female
Sophia Baeza Almeida dos Santos,24,8,https://ibjjf.com/athletes/sophia-santos-ff1459ae419c,ranking-geral-no-gi,master,black,superheavy,female
Louisa Caroline Bruschi-Dadik,18,9,https://ibjjf.com/athletes/louisa-bruschi,ranking-geral-no-gi,master,black,superheavy,female
Gilsa Nascimento Silva,18,9,https://ibjjf.com/athletes/gilsa-silva,ranking-geral-no-gi,master,black,superheavy,female
Alison Victoria Tremblay,315,1,https://ibjjf.com/athletes/alison-tremblay,ranking-geral-no-gi,juvenile,black,superheavy,female
Janice Francisca Miranda Urrejola,72,2,https://ibjjf.com/athletes/janice-urrejola,ranking-geral-no-gi,juvenile,black,superheavy,female
Danielle R Walker,72,2,https://ibjjf.com/athletes/danielle-walker,ranking-geral-no-gi,juvenile,black,superheavy,female
Silvia Scomparin,72,2,https://ibjjf.com/athletes/silvia-scomparin,ranking-geral-no-gi,juvenile,black,superheavy,female
Jessica Lauren Ochab,63,5,https://ibjjf.com/athletes/jessica-ochab,ranking-geral-no-gi,juvenile,black,superheavy,female
Karla Hipolito de Albuquerque,63,5,https://ibjjf.com/athletes/karla-albuquerque,ranking-geral-no-gi,juvenile,black,superheavy,female
Nivia de Souza Moura,42,7,https://ibjjf.com/athletes/nivia-moura,ranking-geral-no-gi,juvenile,black,superheavy,female
Sophia Baeza Almeida dos Santos,24,8,https://ibjjf.com/athletes/sophia-santos-ff1459ae419c,ranking-geral-no-gi,juvenile,black,superheavy,female
Louisa Caroline Bruschi-Dadik,18,9,https://ibjjf.com/athletes/louisa-bruschi,ranking-geral-no-gi,juvenile,black,superheavy,female
Gilsa Nascimento Silva,18,9,https://ibjjf.com/athletes/gilsa-silva,ranking-geral-no-gi,juvenile,black,superheavy,female
Alison Victoria Tremblay,315,1,https://ibjjf.com/athletes/alison-tremblay,ranking-geral-no-gi,kids,black,superheavy,female
